comment_id,original_comment,aspect,rule_based_sentiment,correct_sentiment,aspect_correct
175,"This prof is kind and has good intentions. The homework load is pretty manageable aside from the occasional long textbook readings. Class time was stressful because of how much info he would try to cram in, and it felt rushed. Lab was easy and never took long. I learned a lot.",study_material,positive,positive,yes
175,"This prof is kind and has good intentions. The homework load is pretty manageable aside from the occasional long textbook readings. Class time was stressful because of how much info he would try to cram in, and it felt rushed. Lab was easy and never took long. I learned a lot.",practical_sessions,positive,positive,yes
175,"This prof is kind and has good intentions. The homework load is pretty manageable aside from the occasional long textbook readings. Class time was stressful because of how much info he would try to cram in, and it felt rushed. Lab was easy and never took long. I learned a lot.",subject_difficulty,positive,positive,yes
176,"Easy tests, very sarcastic and entertaining, makes fun of students, fair grader",practical_sessions,positive,positive,yes
176,"Easy tests, very sarcastic and entertaining, makes fun of students, fair grader",subject_difficulty,positive,positive,yes
177,Great professor. Lectures are interesting and concepts explained well. Problem sets are difficult but he will walk you through every problem in office hours. One of the best Professors I've had at CMC,explanation_clarity,positive,positive,yes
177,Great professor. Lectures are interesting and concepts explained well. Problem sets are difficult but he will walk you through every problem in office hours. One of the best Professors I've had at CMC,subject_difficulty,positive,positive,yes
177,Great professor. Lectures are interesting and concepts explained well. Problem sets are difficult but he will walk you through every problem in office hours. One of the best Professors I've had at CMC,doubt_solving,positive,positive,yes
177,Great professor. Lectures are interesting and concepts explained well. Problem sets are difficult but he will walk you through every problem in office hours. One of the best Professors I've had at CMC,faculty_availability,positive,positive,yes
178,"I absolutely loved taking French with Professor Aitel. She is funny, nice, understanding, and easy. She is so good that I took 33 and 44 with her. I highly recommend taking a class from her!",subject_difficulty,positive,positive,yes
179,"She front-loads her Metaphysics class to have some really difficult concepts at the beginning, but if you persist the class is really interesting overall. You have 9 papers (800-1000 words each), 1 group project @ end of semester. Grading is fair but not too tough, and she really loves the subject which makes class great to attend.",subject_difficulty,positive,positive,yes
