professor,department,Quality,Difficulty,Comment,comment_length,cleaned_comment,aspects,aspect_count,aspect_sentiments
Mario Martelli ,Mathematics department,3.0,4.0,If you can speak Italian and are a brilliant mathematician go take his upper division classes. Otherwise get ready to make spend a lot of quality time with your textbook so you can pass the tests. Mama mia!,38,if you can speak italian and be a brilliant mathematician go take his upper division class otherwise get ready to make spend a lot of quality time with your textbook so you can pass the test mama mia,"['study_material', 'practical_sessions']",2,"{'study_material': ('positive', 0.6249), 'practical_sessions': ('positive', 0.6249)}"
Mario Martelli ,Mathematics department,3.5,3.0,A little unclear and distracted but quite brilliant.  Curses in Italian all the time which is ok since he is Italian.,21,a little unclear and distracted but quite brilliant curse in italian all the time which be ok since he be italian,['explanation_clarity'],1,"{'explanation_clarity': ('negative', -0.4297)}"
Marjorie Charlop-Christy ,Psychology department,5.0,2.0,I love her. She is corky for sure but thats what makes her engaging. The classes are very chill and there is almost no homework. Only things that are hard are her tests because she is very loose with teaching... But if you study a couple days before the test you will be fine.,54,I love she she be corky for sure but that s what make she engage the class be very chill and there be almost no homework only thing that be hard be her test because she be very loose with teaching but if you study a couple day before the test you will be fine,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('negative', -0.3612), 'subject_difficulty': ('negative', -0.3612)}"
Marjorie Charlop-Christy ,Psychology department,5.0,2.0,"Absolutely loved her. Quite a character, but definitely a class worth taking as she keeps it very interesting. Easy GE with very little work outside of the classroom and easy exams with a wicked curve.",35,absolutely love she quite a character but definitely a class worth take as she keep it very interesting easy ge with very little work outside of the classroom and easy exam with a wicked curve,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('positive', 0.8508), 'subject_difficulty': ('positive', 0.8508)}"
Marjorie Charlop-Christy ,Psychology department,4.0,1.0,Charlop def knows her stuff after being in the autism center so long. A bit eccentric and weird but she is entertaining and an easy class. Would recommend if looking for an easy psych elective but if you want to gain deep knowledge about behavior psychology this is not the class to take,53,charlop def know her stuff after be in the autism center so long a bit eccentric and weird but she be entertaining and an easy class would recommend if look for an easy psych elective but if you want to gain deep knowledge about behavior psychology this be not the class to take,['subject_difficulty'],1,"{'subject_difficulty': ('positive', 0.8807)}"
Marjorie Charlop-Christy ,Psychology department,3.5,2.0,"I took PSYCH 120 Practicum, a seminar class that works hands on at the Claremont Autism Center. It was much more hands on and no lectures or tests, so I may have had a different experience than other students. However, I found that if you reach out to her and show a genuine interest, she is very invested in your success as a student.",64,I take psych practicum a seminar class that work hand on at the claremont autism center it be much more hand on and no lecture or test so I may have have a different experience than other student however I find that if you reach out to she and show a genuine interest she be very invest in your success as a student,"['explanation_clarity', 'practical_sessions']",2,"{'explanation_clarity': ('positive', 0.6697), 'practical_sessions': ('positive', 0.6697)}"
Marjorie Charlop-Christy ,Psychology department,3.5,2.0,"Arbitrary grader based off whether or not she likes you, so show up to every class, be polite, and you will get a grade in the A range.  She will put random facts from the book on her tests, so you must read it for the tests but not for class.",51,arbitrary grader base off whether or not she like you so show up to every class be polite and you will get a grade in the a range she will put random fact from the book on her test so you must read it for the test but not for class,['practical_sessions'],1,"{'practical_sessions': ('negative', -0.2755)}"
Marjorie Charlop-Christy ,Psychology department,1.5,2.0,"book needed for midterm/final but mainly based off her confusing lectures.very repetitive, easily sidetracked,always late for class. her projects are easy and class is easy to get an A in but if you are interested in psych or a psych major dont take,she wont prepare you for anything",48,book need for midtermfinal but mainly base off her confusing lecturesvery repetitive easily sidetrackedalway late for class her project be easy and class be easy to get an a in but if you be interested in psych or a psych major do not takeshe will not prepare you for anything,"['explanation_clarity', 'practical_sessions', 'subject_difficulty']",3,"{'explanation_clarity': ('positive', 0.6486), 'practical_sessions': ('positive', 0.6486), 'subject_difficulty': ('positive', 0.6486)}"
Marjorie Charlop-Christy ,Psychology department,1.5,2.0,"I would strongly recommend not taking a class with this professor.  She is undependable, unorganized and does not  teach by the syllabus. If you are not a favorite student, do not expect an easy A. Learning/receiving a good grade is difficult  because there is no structure and the mid-term will be on what ever she feels like, not the textbook.",60,I would strongly recommend not take a class with this professor she be undependable unorganized and do not teach by the syllabus if you be not a favorite student do not expect an easy a learningreceiving a good grade be difficult because there be no structure and the midterm will be on what ever she feel like not the textbook,"['study_material', 'practical_sessions', 'subject_difficulty']",3,"{'study_material': ('positive', 0.1063), 'practical_sessions': ('positive', 0.1063), 'subject_difficulty': ('positive', 0.1063)}"
Marjorie Charlop-Christy ,Psychology department,2.0,1.0,"I had a huge interest in Behavioral Psychology. This class was a waste of time in terms of information learned. The material we covered over 1 semester could be taught in 2 class periods. Literally. Huge disappointment, because I actually wanted to learn. However, she is charismatic, hilarious, & entertaining. Easy elective, if ur looking for one.",57,I have a huge interest in behavioral psychology this class be a waste of time in term of information learn the material we cover over semester could be teach in class period literally huge disappointment because I actually want to learn however she be charismatic hilarious entertaining easy elective if ur look for one,"['study_material', 'faculty_availability', 'subject_difficulty']",3,"{'study_material': ('positive', 0.2023), 'faculty_availability': ('positive', 0.2023), 'subject_difficulty': ('positive', 0.8176)}"
Marjorie Charlop-Christy ,Psychology department,3.0,2.0,"This professor is fun and certainly knows her stuff. Her knowledge of behavioral psych and its application i.e. with helping the autistic kids in her clinic is an opportunity that claremont college students should really consider. Sometimes she is late, or absent - that is true. The class is simple though useful.",52,this professor be fun and certainly know her stuff her knowledge of behavioral psych and its application ie with help the autistic kid in her clinic be an opportunity that claremont college student should really consider sometimes she be late or absent that be true the class be simple though useful,"['doubt_solving', 'faculty_availability', 'subject_difficulty']",3,"{'doubt_solving': ('positive', 0.9423), 'faculty_availability': ('positive', 0.9423), 'subject_difficulty': ('positive', 0.9423)}"
